,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,dist_victim_relayer,out_deg_victim,in_deg_villain,victim,villain,relayer
426,144,744,89.0,100.0,11.0,48,48,74.0,74.0,0.0,48,48,75.5,75.5,0.0,2,3,18,94,5,54
427,100,100,70.5,70.5,0.0,100,100,56.0,56.0,0.0,100,100,70.5,70.5,0.0,3,8,16,15,18,73
428,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,4,0,73,79,85
429,328,1928,96.0,100.0,4.0,176,176,100.0,100.0,0.0,176,176,100.0,100.0,0.0,1,5,19,52,15,14
430,0,616,13.0,100.0,87.0,0,88,13.0,37.0,24.0,0,50,13.0,52.0,39.0,2,14,0,8,97,26
431,0,102,13.0,71.5,58.5,0,12,13.0,29.0,16.0,0,2,13.0,29.0,16.0,4,7,0,46,59,71
432,92,92,69.0,69.0,0.0,64,64,61.5,61.5,0.0,64,64,64.5,64.5,0.0,-1,5,8,49,8,45
433,2,618,31.0,100.0,69.0,6,64,29.0,68.0,39.0,2,64,31.0,70.5,39.5,2,4,1,77,95,2
434,0,616,13.0,100.0,87.0,0,74,13.0,41.0,28.0,0,74,13.0,57.0,44.0,2,9,0,29,79,1
435,0,616,13.0,100.0,87.0,0,56,13.0,38.5,25.5,0,39,13.0,48.5,35.5,2,9,0,35,59,57
436,0,206,12.5,94.0,81.5,0,18,12.5,41.0,28.5,0,18,12.5,47.5,35.0,3,3,0,81,89,25
437,156,258,84.5,94.0,9.5,106,106,74.5,74.5,0.0,106,106,79.0,79.0,0.0,4,7,14,62,14,60
438,16,16,36.0,36.0,0.0,66,66,38.0,38.0,0.0,16,16,36.0,36.0,0.0,-1,10,1,11,49,82
439,0,1640,13.0,100.0,87.0,0,100,13.0,74.5,61.5,0,100,13.0,78.0,65.0,1,6,0,32,85,10
440,34,650,47.0,99.0,52.0,112,132,60.5,62.0,1.5,34,86,47.0,57.5,10.5,2,12,4,6,64,25
441,0,1640,13.0,100.0,87.0,0,78,13.0,77.0,64.0,0,78,13.0,77.5,64.5,1,4,0,73,86,0
442,250,352,95.0,97.0,2.0,216,216,94.5,94.5,0.0,216,216,95.0,95.0,0.0,4,9,18,28,30,95
443,22,124,41.5,78.5,37.0,46,46,38.5,38.5,0.0,22,26,41.5,43.0,1.5,4,6,2,71,83,63
444,0,616,12.5,100.0,87.5,0,58,12.5,35.0,22.5,0,39,12.5,50.0,37.5,2,10,0,36,40,31
445,88,704,61.0,100.0,39.0,160,180,75.0,82.0,7.0,88,180,61.0,86.5,25.5,2,11,4,38,72,16
446,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,14,0,25,97,87
447,0,1640,13.0,100.0,87.0,0,112,13.0,73.0,60.0,0,112,13.0,79.0,66.0,1,8,0,39,80,3
448,0,206,13.0,90.0,77.0,0,42,13.0,35.0,22.0,0,42,13.0,50.5,37.5,3,7,0,43,91,14
449,88,294,62.5,96.0,33.5,142,142,72.5,72.5,0.0,88,94,62.5,63.5,1.0,3,8,7,15,62,94
450,12,113,45.5,84.0,38.5,12,12,42.5,42.5,0.0,12,12,46.5,46.5,0.0,5,2,3,86,51,95
451,6,212,31.5,91.0,59.5,29,38,30.0,33.0,3.0,6,12,31.5,34.5,3.0,3,11,1,38,55,71
452,49,255,50.0,92.0,42.0,108,108,64.5,64.5,0.0,49,62,50.0,54.5,4.5,3,8,4,27,22,64
453,0,206,13.0,88.5,75.5,0,28,13.0,32.5,19.5,0,6,13.0,31.5,18.5,3,8,0,10,97,46
454,306,512,98.0,100.0,2.0,280,280,99.5,99.5,0.0,280,280,99.5,99.5,0.0,3,10,15,1,16,12
455,58,264,57.5,93.0,35.5,54,54,55.5,55.5,0.0,54,54,57.0,57.0,0.0,3,4,6,83,34,61
456,100,100,65.0,65.0,0.0,100,100,46.0,46.0,0.0,100,100,65.0,65.0,0.0,3,16,18,4,5,51
457,122,738,81.0,100.0,19.0,148,148,78.5,78.5,0.0,122,148,83.0,85.0,2.0,2,9,8,23,8,29
458,100,100,68.5,68.5,0.0,94,94,71.0,71.0,0.0,94,94,74.5,74.5,0.0,-1,5,6,61,77,45
459,352,558,99.0,100.0,1.0,224,224,99.0,99.0,0.0,224,224,99.0,99.0,0.0,3,8,22,10,9,54
460,2,618,30.5,100.0,69.5,14,56,30.5,40.5,10.0,2,47,30.5,53.0,22.5,2,9,1,26,55,39
461,52,154,61.5,89.0,27.5,48,48,70.5,70.5,0.0,48,48,73.0,73.0,0.0,4,3,5,66,25,71
462,0,616,13.0,100.0,87.0,0,58,13.0,33.5,20.5,0,24,13.0,42.0,29.0,2,10,0,0,82,70
463,61,61,70.0,70.0,0.0,28,28,53.0,53.0,0.0,28,28,57.0,57.0,0.0,-1,3,13,81,24,86
464,0,206,13.0,93.0,80.0,0,26,13.0,37.0,24.0,0,26,13.0,51.0,38.0,3,5,0,49,79,32
465,188,394,88.0,96.0,8.0,120,120,82.0,82.0,0.0,120,120,83.5,83.5,0.0,3,6,20,44,23,73
466,198,404,93.0,100.0,7.0,94,94,77.0,77.0,0.0,94,94,77.5,77.5,0.0,3,5,19,49,15,19
467,6,212,33.0,93.0,60.0,14,18,37.0,41.0,4.0,6,18,33.0,45.0,12.0,3,3,2,92,42,48
468,2,2,27.0,27.0,0.0,12,12,27.5,27.5,0.0,2,2,27.0,27.0,0.0,-1,10,1,11,68,97
469,0,206,13.0,95.0,82.0,0,8,13.0,35.5,22.5,0,8,13.0,38.5,25.5,3,2,0,95,91,5
470,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,-1,4,0,84,89,69
471,0,616,13.0,100.0,87.0,0,38,13.0,57.0,44.0,0,38,13.0,59.0,46.0,2,3,0,58,40,12
472,0,616,12.5,100.0,87.5,0,28,12.5,46.5,34.0,0,28,12.5,51.0,38.5,2,3,0,66,87,11
473,112,112,75.5,75.5,0.0,264,264,77.0,77.0,0.0,112,112,75.5,75.5,0.0,-1,16,4,9,72,91
474,104,310,76.5,96.0,19.5,124,124,89.0,89.0,0.0,104,110,80.0,83.0,3.0,3,6,5,74,25,4
475,100,100,69.0,69.0,0.0,100,100,51.0,51.0,0.0,100,100,69.0,69.0,0.0,2,10,15,18,16,37
476,100,100,71.5,71.5,0.0,100,100,58.5,58.5,0.0,100,100,71.5,71.5,0.0,3,9,27,35,10,31
477,78,694,72.5,100.0,27.5,38,38,63.5,63.5,0.0,38,38,64.0,64.0,0.0,2,3,8,60,17,7
478,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,-1,6,0,59,99,98
479,84,84,62.0,62.0,0.0,168,168,82.0,82.0,0.0,84,84,62.5,62.5,0.0,-1,9,6,54,26,91
480,16,632,41.0,100.0,59.0,42,52,41.5,47.5,6.0,16,52,41.0,57.0,16.0,2,6,1,69,90,17
481,237,237,95.0,95.0,0.0,72,72,86.0,86.0,0.0,72,72,86.0,86.0,0.0,-1,3,29,66,11,89
482,100,100,67.5,67.5,0.0,100,100,47.5,47.5,0.0,100,100,67.5,67.5,0.0,1,14,13,25,33,47
483,12,628,41.5,100.0,58.5,16,30,34.0,45.5,11.5,12,28,41.5,54.0,12.5,2,4,3,78,51,42
484,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,11,0,33,91,69
485,22,638,46.5,100.0,53.5,28,28,44.5,44.5,0.0,22,28,46.5,50.0,3.5,2,3,2,75,52,26
486,0,616,13.0,99.0,86.0,0,92,13.0,41.5,28.5,0,52,13.0,53.0,40.0,2,12,1,6,45,77
487,6,212,32.0,90.0,58.0,16,22,29.0,32.5,3.5,6,14,32.0,35.0,3.0,3,7,1,43,55,52
488,76,692,68.0,100.0,32.0,32,32,66.5,66.5,0.0,32,32,67.0,67.0,0.0,2,2,6,68,77,9
489,0,102,13.0,77.0,64.0,0,12,13.0,28.0,15.0,0,2,13.0,26.5,13.5,4,8,0,30,98,88
490,34,34,52.0,52.0,0.0,54,54,61.0,61.0,0.0,34,34,52.5,52.5,0.0,-1,4,6,73,70,92
491,142,142,81.0,81.0,0.0,94,94,64.0,64.0,0.0,94,94,70.5,70.5,0.0,-1,5,8,52,8,92
492,32,238,50.0,95.0,45.0,38,38,56.0,56.0,0.0,32,38,50.0,58.0,8.0,3,3,3,96,29,41
493,0,616,13.0,100.0,87.0,0,170,13.0,66.0,53.0,0,170,13.0,84.0,71.0,2,15,0,7,76,1
494,44,145,57.5,87.0,29.5,48,48,66.5,66.5,0.0,48,48,69.0,69.0,0.0,5,3,7,58,62,65
495,44,145,61.0,89.5,28.5,28,28,53.0,53.0,0.0,28,28,57.0,57.0,0.0,5,3,4,81,72,4
496,0,616,13.0,100.0,87.0,0,22,13.0,49.0,36.0,0,16,13.0,43.0,30.0,2,2,0,68,97,53
497,0,206,13.0,95.0,82.0,0,14,13.0,32.5,19.5,0,14,13.0,38.5,25.5,3,3,0,94,81,11
498,6,622,32.5,100.0,67.5,12,32,36.0,67.5,31.5,6,32,32.5,68.5,36.0,2,2,1,91,4,33
499,102,102,71.0,71.0,0.0,104,104,62.5,62.5,0.0,102,102,71.0,71.0,0.0,-1,9,8,29,44,82
500,26,232,52.0,99.0,47.0,22,22,62.0,62.0,0.0,22,22,62.0,62.0,0.0,3,2,6,99,41,20
501,40,656,48.5,100.0,51.5,52,72,35.5,41.0,5.5,40,56,49.0,54.5,5.5,2,9,1,29,55,49
502,100,100,70.5,70.5,0.0,100,100,54.0,54.0,0.0,100,100,70.5,70.5,0.0,-1,9,1,54,4,59
503,108,724,85.0,100.0,15.0,48,48,77.0,77.0,0.0,48,48,78.0,78.0,0.0,2,3,17,92,6,0
504,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,10,0,0,91,80
505,156,362,85.0,96.5,11.5,146,146,82.5,82.5,0.0,156,146,86.0,86.0,0.0,3,8,8,57,8,90
506,6,6,33.5,33.5,0.0,10,10,34.0,34.0,0.0,6,6,33.5,33.5,0.0,-1,3,1,81,49,45
507,223,325,99.0,100.0,1.0,80,80,97.0,97.0,0.0,80,80,97.0,97.0,0.0,4,2,27,97,10,38
508,100,100,67.0,67.0,0.0,100,100,43.5,43.5,0.0,100,100,67.5,67.5,0.0,1,17,8,20,17,72
509,0,206,13.0,93.0,80.0,0,46,13.0,37.5,24.5,0,29,13.0,46.0,33.0,3,9,0,23,91,44
510,363,363,98.0,98.0,0.0,152,152,99.5,99.5,0.0,152,152,99.5,99.5,0.0,-1,5,29,70,1,66
511,18,18,49.0,49.0,0.0,34,34,49.5,49.5,0.0,18,18,49.0,49.0,0.0,-1,4,2,78,61,89
512,24,230,44.5,93.5,49.0,68,68,43.5,43.5,0.0,24,44,44.5,52.5,8.0,3,8,4,39,64,41
513,50,250,57.0,95.0,38.0,44,44,52.0,52.0,0.0,44,44,58.0,58.0,0.0,3,4,6,73,26,29
514,0,101,13.0,77.0,64.0,0,8,13.0,26.0,13.0,0,1,13.0,26.0,13.0,6,8,0,57,87,58
515,50,152,64.0,90.0,26.0,28,28,53.0,53.0,0.0,28,28,57.0,57.0,0.0,4,3,5,81,47,64
516,506,506,98.0,98.0,0.0,440,440,100.0,100.0,0.0,440,440,100.0,100.0,0.0,-1,14,22,16,9,80
517,100,100,68.0,68.0,0.0,100,100,53.0,53.0,0.0,100,100,68.0,68.0,0.0,3,8,15,42,16,83
518,82,288,76.0,100.0,24.0,32,32,76.0,76.0,0.0,32,32,76.0,76.0,0.0,3,2,8,93,17,62
519,0,102,13.0,77.0,64.0,0,10,13.0,26.5,13.5,0,2,13.0,27.5,14.5,4,9,0,35,82,4
520,6,6,30.5,30.5,0.0,23,23,30.0,30.0,0.0,6,6,30.5,30.5,0.0,-1,10,1,0,95,50
521,22,638,48.0,100.0,52.0,34,44,45.5,50.0,4.5,22,44,48.0,55.0,7.0,2,4,3,79,51,15
522,102,718,73.5,100.0,26.5,166,166,83.5,83.5,0.0,102,166,73.5,87.5,14.0,2,8,7,42,62,37
523,0,206,12.5,94.0,81.5,0,7,12.5,29.5,17.0,0,6,12.5,32.0,19.5,3,2,0,91,85,55
524,184,390,95.0,100.0,5.0,96,96,95.0,95.0,0.0,96,96,95.0,95.0,0.0,3,3,16,94,18,49
525,16,632,35.0,100.0,65.0,120,140,60.0,60.0,0.0,16,140,35.0,77.0,42.0,2,10,1,0,90,37
526,0,1640,13.0,100.0,87.0,0,70,13.0,50.5,37.5,0,54,13.0,57.5,44.5,1,6,0,48,86,62
527,14,214,40.0,94.0,54.0,12,12,36.0,36.0,0.0,12,12,38.5,38.5,0.0,3,2,4,91,64,70
528,2,208,27.5,90.0,62.5,7,18,27.0,32.5,5.5,2,12,27.5,38.0,10.5,3,5,2,80,58,54
529,0,206,13.0,92.0,79.0,0,14,13.0,33.0,20.0,0,14,13.0,37.0,24.0,3,5,0,37,67,70
530,160,1800,87.0,100.0,13.0,104,128,84.5,91.5,7.0,104,128,85.0,91.5,6.5,1,5,16,63,18,10
531,242,242,94.0,94.0,0.0,278,278,86.5,86.5,0.0,242,242,94.0,94.0,0.0,-1,15,17,7,6,84
532,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,4,0,78,97,82
533,100,100,66.5,66.5,0.0,198,198,69.5,69.5,0.0,100,100,66.5,66.5,0.0,-1,14,6,16,34,40
534,50,666,55.0,100.0,45.0,64,64,66.5,66.5,0.0,64,64,68.0,68.0,0.0,2,4,6,79,26,11
535,214,420,93.5,97.0,3.5,150,150,89.0,89.0,0.0,150,150,91.0,91.0,0.0,3,7,15,46,16,44
536,22,228,40.0,92.0,52.0,66,66,37.5,37.5,0.0,22,28,40.0,42.5,2.5,3,10,2,0,56,71
537,152,152,86.0,86.0,0.0,174,174,95.0,95.0,0.0,152,152,94.0,94.0,0.0,-1,7,6,46,28,81
538,42,142,54.0,90.0,36.0,62,62,77.5,77.5,0.0,42,42,55.0,55.0,0.0,4,3,2,87,61,49
539,0,206,13.0,92.0,79.0,0,26,13.0,35.5,22.5,0,12,13.0,37.5,24.5,3,5,1,88,69,29
540,46,662,49.5,100.0,50.5,98,136,42.0,66.5,24.5,46,136,49.5,81.0,31.5,2,12,3,2,51,6
541,0,102,12.5,70.5,58.0,0,9,12.5,26.0,13.5,0,2,12.5,25.0,12.5,4,6,1,40,69,88
542,70,1710,58.0,100.0,42.0,92,126,53.5,72.0,18.5,70,126,58.0,78.0,20.0,1,7,6,24,28,38
543,1,207,26.0,93.0,67.0,6,28,26.0,37.0,11.0,1,19,26.0,43.0,17.0,3,6,2,69,58,22
544,100,100,80.5,80.5,0.0,100,100,96.5,96.5,0.0,100,100,96.5,96.5,0.0,3,3,29,75,0,61
545,6,622,31.0,100.0,69.0,26,62,30.5,36.0,5.5,6,35,31.0,48.0,17.0,2,10,1,11,65,22
546,54,260,58.5,95.0,36.5,76,76,57.5,57.5,0.0,54,76,58.5,65.5,7.0,3,6,7,32,62,54
547,112,112,75.5,75.5,0.0,150,150,89.0,89.0,0.0,112,112,78.5,78.5,0.0,-1,7,4,46,72,69
548,116,732,79.0,100.0,21.0,110,110,84.0,84.0,0.0,110,110,85.0,85.0,0.0,2,6,8,56,20,19
549,0,1640,13.0,100.0,87.0,0,124,13.0,58.0,45.0,0,74,13.0,55.0,42.0,1,16,0,9,85,47
550,118,324,86.0,98.0,12.0,72,72,84.0,84.0,0.0,72,72,85.0,85.0,0.0,3,3,9,96,39,25
551,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,2,0,95,87,89
552,39,141,54.0,88.0,34.0,48,48,70.5,70.5,0.0,48,48,73.0,73.0,0.0,4,3,4,66,22,55
553,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,5,0,49,36,76
554,0,206,13.0,89.0,76.0,0,30,13.0,36.0,23.0,0,30,13.0,51.0,38.0,3,5,1,61,50,33
555,52,52,58.5,58.5,0.0,48,48,71.5,71.5,0.0,48,48,74.0,74.0,0.0,-1,3,5,96,25,59
556,82,288,61.5,94.0,32.5,66,66,50.5,50.5,0.0,66,66,56.5,56.5,0.0,3,6,7,71,48,1
557,163,264,88.0,95.0,7.0,72,72,83.0,83.0,0.0,72,72,83.0,83.0,0.0,5,3,15,82,19,58
558,34,240,56.5,96.0,39.5,22,22,58.5,58.5,0.0,22,22,60.5,60.5,0.0,3,2,7,90,62,46
559,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,5,0,88,91,67
560,100,100,66.0,66.0,0.0,100,100,46.0,46.0,0.0,100,100,66.0,66.0,0.0,1,16,29,9,1,47
561,32,238,44.0,93.0,49.0,84,84,42.5,42.5,0.0,32,70,44.0,57.0,13.0,3,9,2,29,83,44
562,0,616,13.0,100.0,87.0,0,110,13.0,55.0,42.0,0,54,13.0,52.0,39.0,2,14,0,8,82,38
563,29,29,51.0,51.0,0.0,50,50,52.0,52.0,0.0,29,29,51.0,51.0,0.0,-1,5,4,70,22,36
564,0,0,11.5,11.5,0.0,0,0,11.5,11.5,0.0,0,0,11.5,11.5,0.0,-1,4,0,67,79,86
565,38,38,45.0,45.0,0.0,106,106,56.0,56.0,0.0,38,38,45.0,45.0,0.0,-1,11,4,33,64,67
566,6,6,33.5,33.5,0.0,9,9,31.0,31.0,0.0,6,6,33.5,33.5,0.0,-1,3,1,85,55,93
567,136,752,84.0,100.0,16.0,286,286,91.0,91.0,0.0,136,180,84.0,87.0,3.0,2,14,4,8,38,72
568,6,6,31.0,31.0,0.0,10,10,30.0,30.0,0.0,6,6,31.0,31.0,0.0,-1,3,1,82,60,96
569,84,1724,60.5,100.0,39.5,202,246,74.5,87.0,12.5,84,246,60.5,92.0,31.5,1,13,5,13,47,31
570,16,632,42.5,100.0,57.5,40,50,45.0,49.5,4.5,16,50,42.5,56.5,14.0,2,5,2,49,94,16
571,6,1646,29.5,100.0,70.5,20,80,28.0,41.0,13.0,6,80,29.5,57.0,27.5,1,9,1,29,95,24
572,86,292,64.5,96.0,31.5,86,86,60.0,60.0,0.0,86,86,68.0,68.0,0.0,3,6,7,59,21,33
573,104,104,80.0,80.0,0.0,50,50,48.0,48.0,0.0,50,50,57.5,57.5,0.0,-1,5,14,45,32,93
574,86,1726,54.5,100.0,45.5,180,238,64.5,76.0,11.5,86,238,54.5,93.0,38.5,1,16,3,4,43,15
575,0,206,12.5,95.0,82.5,0,12,12.5,41.0,28.5,0,12,12.5,43.0,30.5,3,2,0,89,87,0
576,16,16,43.5,43.5,0.0,22,22,49.5,49.5,0.0,16,16,43.5,43.5,0.0,-1,2,2,68,94,92
577,0,616,13.0,99.0,86.0,0,92,13.0,41.5,28.5,0,67,13.0,55.0,42.0,2,11,0,19,91,57
578,246,246,92.0,92.0,0.0,200,200,95.0,95.0,0.0,200,200,95.0,95.0,0.0,-1,8,14,10,32,59
579,16,222,36.5,90.0,53.5,40,66,33.0,34.0,1.0,16,28,36.5,44.5,8.0,3,12,1,3,4,29
580,0,101,13.0,76.0,63.0,0,9,13.0,25.5,12.5,0,1,13.0,25.5,12.5,5,9,1,23,69,68
581,26,232,49.0,95.0,46.0,38,38,56.0,56.0,0.0,38,38,58.5,58.5,0.0,3,3,6,96,41,17
582,0,206,13.0,93.0,80.0,0,22,13.0,34.5,21.5,0,22,13.0,45.5,32.5,3,5,0,49,66,26
583,40,40,50.0,50.0,0.0,80,80,55.0,55.0,0.0,40,40,50.0,50.0,0.0,-1,6,3,59,46,66
584,70,70,65.5,65.5,0.0,60,60,52.5,52.5,0.0,60,60,61.5,61.5,0.0,-1,5,9,88,31,96
585,0,206,13.0,91.0,78.0,0,23,13.0,29.5,16.5,0,8,13.0,32.0,19.0,3,10,0,0,89,75
586,82,82,73.5,73.5,0.0,32,32,68.0,68.0,0.0,32,32,69.0,69.0,0.0,-1,2,8,91,17,66
587,100,100,74.0,74.0,0.0,100,100,60.0,60.0,0.0,100,100,73.5,73.5,0.0,2,9,29,26,0,1
588,22,1662,42.0,100.0,58.0,102,186,58.0,71.0,13.0,22,186,42.0,90.0,48.0,1,12,2,6,83,7
589,96,96,76.0,76.0,0.0,62,62,79.0,79.0,0.0,62,62,79.0,79.0,0.0,-1,3,8,76,17,67
590,16,117,43.0,80.0,37.0,54,54,57.5,57.5,0.0,16,17,43.0,44.0,1.0,5,4,1,79,53,78
591,364,964,99.0,100.0,1.0,176,176,89.5,89.5,0.0,176,176,92.0,92.0,0.0,2,8,30,39,7,5
592,106,312,82.0,95.0,13.0,72,72,83.0,83.0,0.0,72,72,83.0,83.0,0.0,3,3,8,82,20,26
593,14,220,36.0,94.0,58.0,32,32,36.0,36.0,0.0,14,32,36.0,49.0,13.0,3,6,3,59,43,24
594,116,116,75.0,75.0,0.0,136,136,80.0,80.0,0.0,116,116,76.0,76.0,0.0,-1,7,8,24,20,86
595,16,118,36.5,76.5,40.0,144,144,63.0,63.0,0.0,16,18,36.5,39.5,3.0,4,14,1,16,53,95
596,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,11,0,19,99,98
597,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,12,0,3,59,50
598,50,50,63.5,63.5,0.0,12,12,41.5,41.5,0.0,12,12,44.0,44.0,0.0,-1,2,9,99,31,86
599,0,206,13.0,93.0,80.0,0,20,13.0,31.0,18.0,0,9,13.0,36.0,23.0,3,6,0,34,82,64
600,104,720,77.0,100.0,23.0,60,70,60.0,69.0,9.0,60,70,65.0,72.0,7.0,2,5,14,70,32,19
601,2,2,29.0,29.0,0.0,4,4,27.5,27.5,0.0,2,2,29.0,29.0,0.0,-1,3,1,58,95,80
602,160,1800,91.0,100.0,9.0,48,72,70.5,88.0,17.5,48,72,72.5,88.0,15.5,1,3,19,85,15,23
603,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,-1,10,0,36,89,96
604,267,473,98.0,100.0,2.0,48,48,71.5,71.5,0.0,48,48,74.0,74.0,0.0,3,3,29,96,1,44
605,100,100,72.0,72.0,0.0,100,100,78.5,78.5,0.0,100,100,78.5,78.5,0.0,3,5,18,80,30,47
606,32,648,47.0,100.0,53.0,66,66,46.0,46.0,0.0,32,66,47.0,55.0,8.0,2,6,2,40,74,30
607,468,570,97.0,99.0,2.0,368,368,98.5,98.5,0.0,368,368,98.5,98.5,0.0,4,14,29,25,0,58
608,162,1762,88.0,100.0,12.0,128,128,95.0,95.0,0.0,128,128,95.0,95.0,0.0,1,5,15,37,19,2
609,6,6,32.0,32.0,0.0,13,13,30.0,30.0,0.0,6,6,32.0,32.0,0.0,-1,5,1,61,55,81
610,78,694,57.5,100.0,42.5,104,104,80.5,80.5,0.0,78,104,58.5,83.5,25.0,2,5,7,52,62,18
611,100,100,64.5,64.5,0.0,100,100,54.5,54.5,0.0,100,100,64.5,64.5,0.0,1,9,14,28,14,2
612,84,284,71.5,99.0,27.5,28,28,47.5,47.5,0.0,28,28,52.5,52.5,0.0,3,3,14,94,14,28
613,12,114,32.0,76.0,44.0,24,24,30.5,30.5,0.0,12,14,32.0,32.0,0.0,4,6,2,51,63,95
614,70,276,59.0,95.0,36.0,128,128,73.0,73.0,0.0,70,128,59.0,80.0,21.0,3,8,5,21,47,57
615,2,208,29.5,93.0,63.5,3,12,28.5,38.0,9.5,2,12,29.5,38.5,9.0,3,2,1,68,65,37
616,0,616,13.0,100.0,87.0,0,46,13.0,47.0,34.0,0,46,13.0,53.5,40.5,2,5,0,49,84,30
617,51,651,57.0,100.0,43.0,98,98,54.0,54.0,0.0,51,98,57.0,67.0,10.0,2,8,6,39,35,20
618,178,178,92.0,92.0,0.0,48,48,70.5,70.5,0.0,48,48,72.5,72.5,0.0,-1,3,22,85,9,91
619,0,616,13.0,100.0,87.0,0,34,13.0,44.5,31.5,0,34,13.0,51.0,38.0,2,4,0,83,36,27
620,1,1,26.5,26.5,0.0,2,2,26.5,26.5,0.0,1,1,26.5,26.5,0.0,-1,2,1,97,95,50
621,136,752,78.0,100.0,22.0,132,132,74.5,74.5,0.0,132,132,79.5,79.5,0.0,2,8,12,27,37,38
622,0,616,13.0,100.0,87.0,0,40,13.0,33.0,20.0,0,28,13.0,45.0,32.0,2,9,1,28,69,35
623,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,5,0,37,82,40
624,120,221,87.0,96.0,9.0,48,48,67.5,67.5,0.0,48,48,71.0,71.0,0.0,6,3,18,75,30,58
625,6,6,34.5,34.5,0.0,24,24,42.5,42.5,0.0,6,6,34.5,34.5,0.0,-1,4,1,78,90,89
626,77,283,65.0,93.0,28.0,124,124,69.0,69.0,0.0,77,83,65.0,65.0,0.0,3,9,8,31,44,49
627,104,104,82.0,82.0,0.0,38,38,60.0,60.0,0.0,38,38,62.0,62.0,0.0,-1,3,14,76,32,97
628,100,100,67.0,67.0,0.0,100,100,50.0,50.0,0.0,100,100,67.0,67.0,0.0,2,12,15,6,16,70
629,130,1770,82.0,100.0,18.0,128,152,95.0,99.0,4.0,128,152,95.0,99.0,4.0,1,5,8,37,20,2
630,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,5,0,52,99,76
631,1,1,25.5,25.5,0.0,4,4,25.5,25.5,0.0,1,1,25.5,25.5,0.0,-1,4,2,79,58,67
632,138,754,84.0,100.0,16.0,158,158,84.0,84.0,0.0,138,158,84.0,87.0,3.0,2,9,9,35,39,29
633,67,67,64.0,64.0,0.0,60,60,52.5,52.5,0.0,60,60,61.5,61.5,0.0,-1,5,8,88,44,85
634,0,206,13.0,93.0,80.0,0,20,13.0,35.5,22.5,0,20,13.0,47.5,34.5,3,4,0,73,85,32
635,0,206,12.5,93.5,81.0,0,18,12.5,31.5,19.0,0,12,12.5,37.5,25.0,3,5,0,45,59,29
636,358,974,95.5,100.0,4.5,200,200,95.0,95.0,0.0,200,200,95.0,95.0,0.0,2,8,29,57,0,25
637,140,140,91.0,91.0,0.0,56,56,89.5,89.5,0.0,56,56,89.5,89.5,0.0,-1,2,20,86,23,91
638,10,10,41.5,41.5,0.0,18,18,41.0,41.0,0.0,10,10,41.5,41.5,0.0,-1,3,3,85,43,96
639,100,100,67.0,67.0,0.0,100,100,53.5,53.0,-0.5,100,100,67.0,67.0,0.0,1,10,8,11,57,2
640,0,206,12.5,90.0,77.5,0,24,12.5,39.0,26.5,0,24,12.5,49.0,36.5,3,4,0,79,91,32
641,36,138,48.0,80.0,32.0,50,50,46.5,46.5,0.0,36,38,48.0,48.5,0.5,4,5,6,52,73,55
642,92,298,66.0,94.0,28.0,118,118,71.0,71.0,0.0,92,118,66.0,80.0,14.0,3,8,8,57,20,21
643,100,100,64.5,64.5,0.0,100,100,54.5,54.5,0.0,100,100,64.5,64.5,0.0,3,9,29,28,11,41
644,1,102,26.0,76.0,50.0,11,11,26.0,26.0,0.0,1,2,26.0,27.5,1.5,5,11,2,38,58,68
645,152,152,85.0,85.0,0.0,78,78,70.0,70.0,0.0,78,78,72.0,72.0,0.0,-1,4,14,83,32,96
646,0,616,13.0,100.0,87.0,0,40,13.0,41.5,28.5,0,32,13.0,47.0,34.0,2,5,0,52,99,25
